,company_name,rating,reviews,salary,n_interviews,n_jobs,n_photos
2911,Tata Metaliks,4.0,259,1.1k,36,--,2
2912,Frigorifico Allana,4.0,259,989,5,--,--
2913,Yodlee,3.8,258,2.4k,16,12,--
2914,Roquette Riddhi Siddhi,3.9,257,1.2k,4,5,--
2915,Pegasystems,3.8,265,3.2k,17,18,3
2916,InCred Finance,4.0,262,1.7k,11,13,--
2917,Quintessence Business Solutions & Services,4.0,261,902,3,11,--
2918,AIS Glass Solutions,3.8,260,1.3k,22,2,--
2919,Doha Petroleum Construction Company,4.0,260,618,18,--,--
2920,Arvind Fashions,3.9,259,1.3k,15,--,4
2921,Kokuyo Camlin,4.2,258,1k,10,1,--
2922,Windlas Biotech,4.0,257,1.3k,18,3,--
2923,GS Engineering & Construction,4.1,257,770,7,--,--
2924,Shyam Sel & Power,3.9,253,1.3k,22,--,--
2925,ClearTax,3.4,261,1.4k,21,75,10
2926,Joyalukkas,4.1,259,691,12,11,--
2927,Veeda Clinical Research,4.1,259,1.3k,9,6,4
2928,Evolent Health International,4.0,259,1.5k,19,10,7
2929,METRO Global Solutions Center,4.1,258,1.3k,9,--,3
2930,RDC Concrete (India),4.1,258,1k,25,--,3
2931,Paragon Digital Services,3.4,258,2.2k,12,1,--
2932,Jetking Infotrain,3.7,257,914,9,--,--
2933,Valvoline Cummins,4.0,257,1.2k,8,3,--
2934,Zeetech Management And Marketing,4.4,257,55,5,--,--
2935,Easyday Club,4.5,254,765,10,--,--
2936,Somic ZF Components,4.3,253,1k,9,--,--
2937,ZF Friedrichshafen,4.1,262,1.4k,19,--,--
2938,KOREA PLANT SERVICE AND ENGINEERING,3.7,259,1k,12,3,--
2939,Dixit Infotech Services,4.1,259,1.2k,10,18,1
2940,Flyjac Logistics,4.4,258,1.1k,4,--,1
2941,Concord Biotech,3.7,257,1.6k,12,7,--
2942,Clix Capital Services,3.9,257,1.3k,9,28,--
2943,Finova Capital,4.0,256,937,13,4,2
2944,Virchow Biotech,3.4,256,1.4k,10,--,--
2945,Mirza International,3.8,255,1.2k,5,2,--
2946,Netafim Irrigation India,4.2,255,940,10,--,--
2947,Orix Auto Infrastructure Services,4.4,255,929,8,7,--
2948,McNROE,4.0,255,1k,9,3,2
2949,Carraro,4.0,260,1.3k,10,--,--
2950,Xanadu,3.4,260,1.6k,17,--,--
2951,Spice Money,4.0,259,1.1k,23,9,--
2952,ServiceNow,4.0,258,3.6k,56,10,27
2953,Imarque Solutions,3.6,257,1.1k,10,20,--
2954,New Opportunity Consultancy,4.3,257,773,8,--,--
2955,Mitsubishi Electric Automotive India,4.6,257,801,20,--,--
2956,Mars,3.8,257,877,9,3,6
2957,Technicolor,3.9,257,2k,17,27,--
2958,International Automotive Components,3.9,256,1.5k,10,3,2
2959,Examity,3.3,256,1.5k,21,5,--
2960,Electrical Research & Development Association,4.0,256,970,11,--,1
2961,Banco Products,3.6,255,1.4k,11,2,--
2962,Reliance Fresh,4.3,255,680,17,--,--
2963,Parul University,3.7,255,935,12,7,7
2964,McAfee,4.0,254,3.3k,24,--,9
2965,Annalect,3.9,266,2.3k,33,9,3
2966,MAQ Software,2.3,261,2.5k,47,18,6
2967,Sigma Engineered Solutions,4.2,260,1.3k,12,--,--
2968,Sri Aurobindo Society,3.3,260,897,22,29,--
2969,Cimpress,4.0,259,2k,31,43,--
2970,Stanley Black & Decker,4.0,259,1.6k,14,5,2
2971,Helloverify,3.1,258,1.3k,18,4,--
2972,Manhattan Associates,3.9,258,3.2k,28,18,--
2973,SiliconIndia,2.6,257,1.6k,16,2,2
2974,Centre For Sight,4.0,257,1k,12,17,--
2975,eNoah iSolution,3.9,257,2k,15,22,--
2976,GM Modular,4.0,257,1.4k,11,30,1
2977,Infocepts Technologies,3.4,256,2.8k,26,1,3
2978,Rheinmetall Automotive,4.0,255,1.3k,15,--,--
2979,Yara Fertilisers,4.1,255,919,14,--,--
2980,Unitech,3.9,253,1.2k,4,--,--
2981,Wartsila,4.6,249,827,5,--,--
2982,Vedant Fashions,4.0,257,1k,13,--,--
2983,TRL Krosaki Refractories,3.9,256,1.3k,20,--,1
2984,Onsitego,4.0,256,1k,9,38,--
2985,Fosroc India,4.4,256,1.1k,8,22,5
2986,Aabasoft,4.3,255,758,18,7,8
2987,Naaptol Online Shopping,3.7,255,1k,16,1,--
2988,Metric Stream Infotech,3.4,255,2.4k,13,--,--
2989,GRT Jewellers,4.3,254,1.1k,15,2,2
2990,Subway,4.3,254,708,14,--,--
2991,Oberoi Realty,3.9,254,1.6k,15,10,--
2992,Sterling Oil Exploration & Energy Production,3.8,254,907,25,--,--
2993,Core Integra Consulting Services,3.7,254,993,10,1,--
2994,Halonix Technologies,4.2,254,1.1k,11,6,--
2995,Cheil India,3.3,254,1.8k,16,3,--
2996,Gyproc,4.1,253,962,9,--,--
2997,Louis Philippe,4.3,253,676,6,--,--
2998,MN Dastur & Company,3.7,252,797,6,1,--
2999,Nyati Group,4.2,260,1.1k,17,3,4
3000,Welspun Enterprises,4.2,256,1.2k,32,--,4
3001,Common Service Centres,4.3,256,740,11,--,2
3002,Servion Global Solutions,3.7,255,2.4k,20,4,--
3003,Cipla Health,4.3,255,1k,15,--,--
3004,The Dow Chemical Company,4.3,254,1.6k,12,31,3
3005,AIG Hospital,4.3,253,1.1k,12,--,--
3006,Diverse Lynx,3.9,253,1.5k,14,1,3
3007,Richfeel Health & Beauty,2.8,252,811,3,5,--
3008,ACB (India),3.7,252,1.5k,10,1,--
3009,Global Aluminium,3.9,251,696,14,2,--
3010,National Petroleum Construction Company,4.2,250,605,9,--,1
3011,Ajio Business,3.7,250,494,14,--,1
3012,IKF Finance,3.9,258,954,13,6,1
3013,Halliburton,3.5,255,1.3k,18,113,5
3014,Zydex Industries,4.1,254,945,16,1,--
3015,Arena Animation,3.8,251,964,14,22,1
3016,Reliance Home Finance,4.5,251,861,--,--,--
3017,Nilons Enterprises,4.1,250,970,12,2,--
3018,Sundaram Auto Components,4.1,250,1.1k,12,--,--
3019,Shakti Pumps,3.8,250,1.2k,18,1,--
3020,Sundaram Auto Components,4.1,250,1.1k,12,--,--
3021,Hexagon Capability Center,4.0,254,2.5k,23,15,10
3022,Hollister Medical,4.2,254,879,16,7,--
3023,NTT Global Networks,4.1,252,2k,20,7,6
3024,CareEdge Ratings,2.9,252,1.7k,13,5,--
3025,Tessolve Semiconductor,3.6,252,2.2k,34,90,--
3026,SKH Y-TEC,4.0,252,1.2k,19,--,--
3027,Infodrive,4.4,251,381,6,1,--
3028,Tata ClassEdge,3.5,250,932,10,3,--
3029,Sri Sri Tattva,3.7,250,1.1k,11,22,--
3030,Syncfusion,3.6,250,1.6k,32,5,--
3031,Vara United,3.7,250,1k,8,--,2
3032,Pfizer Products India,4.3,249,1.4k,9,--,--
3033,Conviction HR,4.5,249,246,6,4,1
3034,Shree Baidyanath Ayurved Bhawan,3.5,248,1.1k,14,6,--
3035,Busibud,4.0,255,100,31,8,--
3036,Sureti Insurance Marketing,4.1,253,107,26,6,1
3037,Aeries Technology,3.5,252,1.9k,21,28,--
3038,Eastman Auto and Power Limited,3.9,252,1.4k,22,14,2
3039,Council of Scientific and Industrial Research,4.5,251,1k,17,--,--
3040,Berkadia,3.9,250,1.9k,18,3,--
3041,Ruby Hall Clinic,4.1,250,842,6,--,--
3042,Bluestone.com,3.7,250,1.4k,24,23,--
3043,ProConnect Integrated Logistics,3.9,250,1.4k,9,--,1
3044,Copeland,4.2,250,1.2k,9,30,--
3045,Alkyl Amines,4.3,249,1.1k,9,4,--
3046,Automatic Infotech,4.4,249,427,7,7,--
3047,Rimjhim Ispat,3.7,249,782,7,--,--
3048,Muthoot Pappachan Group,4.0,249,1k,7,12,--
3049,Maharashtra Hybrid Seed Company,4.1,249,759,3,--,2
3050,Satin Finserv,4.1,248,540,7,--,2
3051,Confidence Petroleum India,3.5,248,1.3k,15,20,--
3052,Nava Limited,3.9,248,1.1k,13,2,1
3053,Amartex Industries,4.2,248,325,7,4,--
3054,GTL,4.3,246,684,4,--,--
3055,Sagar Cements,4.3,246,1k,16,3,7
3056,Harsha Engineers,4.2,252,1.6k,23,--,--
3057,ZF India Technology Center,3.7,251,2.1k,27,--,--
3058,Titan Laboratories,3.7,250,814,7,7,--
3059,MRF Vapocure Paints,4.0,249,911,23,--,--
3060,Evolve Technologies & Services,4.1,248,1.3k,2,--,--
3061,Aeronautical Development Agency,4.4,248,1.7k,8,--,--
3062,ScoreMe Solutions,4.5,248,289,7,--,--
3063,Associated Road Carriers,4.2,248,894,12,5,--
3064,IDS Infotech,3.2,248,1.1k,26,6,--
3065,Uneecops Technologies,4.1,248,1.7k,11,4,3
3066,Peregrine Guarding,4.2,248,839,9,--,--
3067,Kanpur Fertilizers & Chemicals,4.0,248,1k,17,--,--
3068,ArcGate,3.6,247,938,16,10,1
3069,Adama,4.3,246,848,11,1,--
3070,Andromeda Sales And Distribution,3.2,258,1.3k,10,11,--
3071,Adani Capital,4.3,251,992,10,8,--
3072,Mobikwik,3.4,250,1.8k,27,40,4
3073,Teachnook,3.3,250,299,36,2,4
3074,Thomson Digital,4.0,248,792,8,4,--
3075,Ambuja Neotia,4.2,248,959,10,10,--
3076,AVIOM,4.2,248,881,19,1,1
3077,Allanasons,4.0,248,1k,12,31,1
3078,ABI Showatech,3.9,248,1k,4,--,--
3079,Health India Tpa Services,3.5,248,1.3k,15,15,--
3080,AVIOM,4.2,248,881,19,1,1
3081,Walplast Products,4.0,247,1.1k,20,1,--
3082,Desun Hospital & Heart Institute,3.7,247,843,13,10,--
3083,Highway Industries,4.0,246,1.2k,11,--,--
3084,National Contracting Company,4.2,246,688,4,1,--
3085,YKK,3.9,245,1k,16,--,--
3086,Micron Technology,3.7,252,2.5k,29,66,15
3087,Go Colors,4.1,252,511,4,10,1
3088,TDS Lithium-Ion Battery,4.2,251,1.1k,55,--,--
3089,Alchemy Techsol India,3.7,250,1.6k,18,3,--
3090,Mahle Anand Thermal Systems,4.2,250,1.2k,9,--,--
3091,PEGATRON,3.8,250,1.3k,20,--,--
3092,Shah Technical Consultants,3.7,249,795,12,--,--
3093,Hygienic Research Institute,4.3,249,959,6,--,--
3094,Flipkart Wholesale,4.1,248,636,40,--,--
3095,Birla white,4.2,247,655,18,--,--
3096,QBurst Technologies,4.4,247,2.1k,41,28,--
3097,P&O Cruises,4.5,245,403,8,--,--
3098,DM Consultants,1.3,245,52,1,--,--
3099,Cloud4C,3.4,251,1.9k,24,--,--
3100,Baramati Agro,4.0,249,1.2k,14,--,1
3101,The Hershey Company,4.2,249,988,14,7,5
3102,Omkar Realtors and Developers Group,4.2,248,950,5,42,12
3103,Bharat IT Services,3.2,247,958,11,3,1
3104,Al Tasnim Enterprises,3.8,247,1.2k,10,--,--
3105,SALARPURIA SATTVA,4.3,247,1.3k,24,--,--
3106,Visa,4.1,246,3.7k,78,--,--
3107,UCO Bank,3.6,246,804,15,--,--
3108,Tommy Hilfiger,4.4,246,921,10,--,--
3109,Reliance Money,4.0,246,978,5,--,--
3110,Vini Cosmetics,3.7,246,668,10,--,--
3111,MSD Pharmaceuticals,4.3,245,1.1k,10,8,--
3112,Jubilant Biosys,3.9,245,1.3k,30,--,--
3113,Ang India,4.0,245,870,17,4,--
3114,Mkc Infrastructure,3.7,244,1k,16,--,1
3115,L&T–MHI Power Boilers,4.1,244,1.3k,6,--,--
3116,Appsierra,4.6,244,240,3,188,30
3117,Hindustan Times,3.6,243,2k,11,26,--
3118,Coding Ninjas,4.2,249,824,28,34,11
3119,Nitco,4.3,246,1.2k,6,--,--
3120,ReachLocal Services,3.8,245,948,16,19,8
3121,Vascon Engineers,3.6,245,1k,14,5,--
3122,Emami Paper Mills,4.3,244,732,10,--,--
3123,Nabard Financial Services,4.3,244,726,8,2,1
3124,ICRA,3.1,244,1.7k,12,8,--
3125,Realme,3.7,243,868,16,9,--
3126,Nexval Infotech,3.1,243,1k,7,1,--
3127,Xchanging,3.8,242,883,2,--,--
3128,Bird Worldwide Flight Services,3.4,242,854,17,1,--
3129,Nesma & Partners,4.4,241,492,7,--,--
3130,Patil Group,4.1,246,1.3k,16,14,1
3131,MobileComm Technologies India,3.8,245,1.1k,10,--,--
3132,Orion Innovation,3.6,244,2.7k,22,8,8
3133,Manipal Technologies,4.0,243,1.8k,7,10,--
3134,Tradebulls,3.1,243,1.4k,12,24,--
3135,Watertec India,4.2,243,1.1k,9,1,7
3136,CK Birla Group,4.1,243,1.2k,9,1,--
3137,POSCO MAHARASHTRA STEEL,4.2,242,1.4k,7,--,--
3138,DSV - Global Transport and Logistics,4.1,242,1.4k,9,15,--
3139,Citykart Retail,4.0,242,745,9,--,--
3140,POSCO MAHARASHTRA STEEL,4.2,242,1.4k,7,--,--
3141,Sarvodaya Hospital,3.8,241,1.2k,10,25,--
3142,FabAlley,4.4,241,254,5,25,4
3143,El Seif Engineering Contracting,4.4,240,343,6,--,--
3144,Shriram Chits,3.9,240,680,5,--,--
3145,Labcorp,4.1,247,1.7k,33,3,--
3146,Toshiba Transmission & Distribution Systems,4.0,245,1.5k,19,1,5
3147,Khimji Ramdas,4.1,244,829,10,7,--
3148,Siemens Healthcare,4.5,244,2.3k,5,34,--
3149,Sabre,3.9,243,2.3k,21,3,--
3150,Richa Global Export,3.9,243,1.2k,12,--,--
3151,Apcer Life Sciences,3.7,243,1.1k,15,--,--
3152,LANXESS India Private Limited,4.2,242,1k,14,--,2
3153,e-Zest,4.1,242,3.1k,14,21,--
3154,Aris Global Software,2.9,241,2.1k,17,5,--
3155,Ordnance Factory,4.3,241,531,5,--,--
3156,Nidec Corporation,4.0,241,1.3k,16,--,--
3157,Suburban Diagnostics,4.0,240,959,5,--,--
3158,Essel Group,4.0,240,1.3k,5,2,--
3159,Ensure Support Services,4.2,240,988,5,--,--
3160,Bombay Intelligence Security,3.7,239,607,11,9,--
3161,InfoBeans,3.7,246,2.8k,18,68,8
3162,Cygnet Infotech,3.7,244,2.1k,13,4,--
3163,Military Engineer Services,4.5,244,610,4,--,--
3164,Indus Net Technologies,3.6,243,1.7k,14,8,--
3165,Ubisoft Entertainment,4.0,242,1.8k,28,4,--
3166,TÜV Rheinland,4.1,242,1.1k,8,1,1
3167,SBL,3.4,241,1.3k,8,2,--
3168,Omega Healthcare Solutions,3.6,240,1.8k,35,--,--
3169,Housejoy,4.3,240,617,2,21,--
3170,Aptus Value Housing Finance India,4.3,239,846,4,1,--
3171,Signature Global,4.1,238,1.4k,20,12,--
3172,“Bharat Financial Inclusion Limited”,4.4,234,231,1,--,--
3173,Planetcast,3.8,242,1.4k,13,--,--
3174,Signode,4.0,242,1.3k,15,--,1
3175,HungerBox,3.9,241,1.1k,13,3,--
3176,Roche Diagnostics,3.7,240,1.3k,14,2,--
3177,MapmyIndia,3.8,240,1.6k,15,5,--
3178,ACG Worldwide,4.1,240,1.5k,17,--,--
3179,Mitra SK,3.9,239,926,12,5,--
3180,Onida,3.9,239,764,4,2,--
3181,East India Udyog,3.9,239,947,11,5,--
3182,Asti Electronics India,4.2,239,1.1k,15,--,2
3183,Apollo Clinic,3.9,239,918,7,--,5
3184,Roki Minda Co,4.5,239,837,6,--,--
3185,Western Digital,3.5,242,2.7k,38,--,2
3186,Inventia Healthcare,4.1,242,1.6k,9,2,--
3187,Ambit Finvest,4.1,241,1k,12,--,--
3188,Magic Software,3.4,240,2.1k,15,8,12
3189,TowerVision India,4.1,240,988,10,--,--
3190,MT Educare,3.2,239,900,4,1,--
3191,HiyaMee Private Limited,3.2,239,1.7k,13,15,--
3192,Solartis Technology Services,3.8,239,1.7k,17,--,--
3193,Mahindra Lifespace Developers,4.2,238,1.2k,13,4,2
3194,Eastern Condiments,4.1,238,840,10,1,--
3195,Theme Engineering Services,3.7,238,935,5,13,--
3196,VGN Projects Estates,4.1,238,919,11,15,--
3197,Birla Tyres,3.6,237,827,2,--,--
3198,Moon Beverages,3.8,243,956,11,1,--
3199,Treebo Hotels,3.5,243,1.4k,16,24,6
3200,SPRINKLR,3.2,242,3k,59,33,7
3201,Vision India Services,3.6,240,1.1k,18,4,--
3202,VST Industries,4.0,240,843,9,--,--
3203,Seth M R Jaipuria School,3.9,240,758,15,5,1
3204,Vayam Info Solutions,4.0,239,952,14,--,--
3205,Knack Global,3.1,239,1.2k,23,10,--
3206,MMC Infotech Services,3.6,239,1k,16,21,--
3207,Sir H. N. Reliance Foundation Hospital and Research,3.9,239,779,14,25,1
3208,CESC,3.8,238,1.3k,12,--,--
3209,Radiant Cash Management Services,3.6,238,805,4,2,1
3210,Arjas Steel,4.2,238,1k,13,4,--
3211,Aliens Group,3.4,238,1.3k,21,274,--
3212,Altruist Customer Management India,3.5,237,1.2k,7,--,--
3213,Gujarat Alkalies & Chemicals,4.6,237,1.2k,18,--,--
3214,Zebronics,3.8,237,1k,18,10,--
3215,Sub-K IMPACT Solutions,4.0,237,758,14,10,--
3216,Cavisson Systems,2.1,243,2k,12,5,--
3217,Phenom,4.2,243,1.4k,27,35,95
3218,Molecular Connections,3.4,239,1.3k,10,1,13
3219,Kubota Agricultural Machinery India,4.2,238,1.1k,16,--,3
3220,Sekisui Dljm Molding,3.9,238,1.2k,9,--,--
3221,CPM India Sales & Marketing,4.2,238,1.1k,6,15,--
3222,Samsung Display,3.9,238,1.4k,31,--,--
3223,Royal Research,2.1,237,489,23,7,2
3224,Cactus Communications,3.7,237,1.5k,44,3,9
3225,Tega Industries,3.8,237,1.2k,15,--,--
3226,ISS SDB Security Services,4.4,237,611,4,--,--
3227,Tata Steel Long Products,3.8,236,1.6k,16,7,4
3228,MIOT INTERNATIONAL,3.9,235,1.1k,8,22,5
3229,Thyssenkrupp Industrial Solutions,4.1,235,1.2k,9,--,1
3230,Columbia Petro Chem,4.3,250,466,11,6,--
3231,Nobel Hygiene,3.6,243,937,13,12,--
3232,MNC Group,4.2,241,1.6k,88,--,--
3233,Moody's Analytics,3.8,239,2.7k,14,--,--
3234,Prism Johnson Limited - RMC (India) Division,4.0,238,996,19,--,1
3235,kipi.bi,4.5,238,588,31,6,1
3236,Wagh Bakri Tea Group,4.3,237,1k,16,--,--
3237,Bharat Dynamics,4.4,237,629,8,--,--
3238,Peter England,4.2,237,685,7,--,2
3239,Eastman Chemical Company,4.3,237,759,12,6,--
3240,Laser Power & Infra,3.4,237,1k,7,--,--
3241,Smaaash Entertainment,3.8,236,792,3,4,--
3242,Mahindra Last Mile Mobility,3.9,236,692,10,--,--
3243,Checkmate Services,4.3,235,797,10,4,--
3244,Algonomy,4.0,235,1.5k,7,4,16
3245,Intelliswift Software,3.6,235,2k,21,53,--
3246,Hindustan Syringes & Medical Devices,4.0,233,936,14,26,1
3247,Accurex Biomedical,4.6,239,208,9,8,9
3248,Delhi Duty Free Services,4.1,239,1.1k,6,26,--
3249,Burns & McDonnell,4.4,238,1.5k,30,53,7
3250,Sterling Tools,4.0,237,979,10,13,4
3251,VFISLK,3.9,237,1.4k,11,41,2
3252,Acmegrade,4.0,237,118,28,--,1
3253,Cordova Publication,3.6,236,711,2,--,--
3254,NACL Industries,4.2,236,860,12,1,--
3255,Danfoss Power Solutions,4.1,236,1.1k,8,--,--
3256,BridgeLabz Solutions,3.4,235,495,15,5,--
3257,Oriflame,3.8,235,821,10,2,--
3258,ESAB,4.2,235,1.3k,16,4,--
3259,Sj Contracts,4.4,235,973,14,1,--
3260,Mahagun India,3.5,232,1k,11,--,--
3261,Spm Autocomp,3.7,232,1.1k,17,--,1
3262,Samsung SDS,3.4,238,1.8k,17,4,--
3263,Speridian Technologies,3.6,238,2.2k,29,46,--
3264,Mediamint,3.8,237,1.9k,24,7,--
3265,VVF,3.7,236,1.2k,9,2,--
3266,IB Group,3.9,236,1.2k,10,--,3
3267,Rainbow Childrens Hospital,4.1,236,852,16,9,2
3268,Springer Nature,3.9,235,2.3k,20,13,12
3269,Azure Power,3.9,235,1.2k,20,--,--
3270,Pfizer Healthcare india pvt lit,4.1,235,1.2k,16,--,--
3271,Anunta Technology Management Services,3.6,235,1.7k,20,8,--
3272,Theobroma Foods,3.9,233,965,11,28,--
3273,Creative Hands HR Consultancy,4.0,233,190,23,2,--
3274,Huntsman International,4.3,233,1.1k,10,2,--
3275,Finolex Industries,4.1,344,1.5k,25,--,--
3276,Koenig Solutions,4.0,236,878,21,10,--
3277,Robosoft Technologies,3.5,235,1.9k,32,76,6
3278,BDR Pharmaceuticals International,3.9,235,1.4k,15,--,--
3279,Nimbus Harbor Facilities Management,4.1,234,935,10,--,--
3280,Shree Renuka Sugars,4.2,233,1k,15,1,--
3281,Can-Pack,4.3,233,1k,14,9,--
3282,Studds Accessories,3.3,233,1.2k,19,--,6
3283,Hofincons Infotech & Industrial Services,3.8,233,753,5,--,--
3284,GSPANN Technologies,4.0,232,2.7k,19,67,15
3285,ISMT,3.8,232,1k,10,--,--
3286,Pitambari Products,4.2,232,967,7,--,--
3287,Akbar Travels,4.3,231,969,9,5,--
3288,VSynergize Outsourcing,4.2,248,852,4,1,--
3289,Nippon Koei India,4.7,238,919,13,--,3
3290,Tata Digital,3.2,234,1.3k,30,1,4
3291,Entigrity Solutions,4.2,233,702,10,1,--
3292,Knowledgeworks Global,3.1,232,1.1k,12,17,--
3293,Icertis,3.6,232,2.5k,31,72,--
3294,Murugappa Group,4.0,232,1.2k,16,71,7
3295,Rosenberger Electronic,4.2,232,1.1k,9,--,--
3296,Madras Radiators and Pressings Limited,4.0,231,322,4,--,--
3297,Seven Hills Hospital,4.0,230,790,6,3,--
3298,DigiCall Teleservices,4.0,230,404,1,--,--
3299,The Louis Berger Group,4.4,229,723,11,4,--
3300,Iconic,4.1,234,895,10,10,2
3301,DEC Infra,3.6,233,1.2k,16,1,--
3302,Imarticus Learning,4.1,233,890,14,15,2
3303,Etisalat,3.5,232,1.2k,8,--,--
3304,Starbucks,4.4,232,699,23,--,1
3305,RV Solutions,4.0,232,1.2k,7,--,1
3306,Bhandari Automobiles,3.7,232,826,5,--,--
3307,Cochin Shipyard,4.3,232,1k,10,--,--
3308,Sgs Tekniks Manufacturing,3.8,232,1.1k,9,2,--
3309,Emblix Solutions,4.9,231,84,4,18,8
3310,MSPL,4.2,230,1.1k,19,8,1
3311,Ebix Payment Services,3.7,235,1.8k,16,9,--
3312,Wallace Pharmaceuticals,3.8,234,742,10,--,--
3313,CEVA Logistics,3.8,233,1k,6,2,--
3314,Efftronics Systems,3.7,233,808,28,11,2
3315,Tudip Technologies,3.4,232,1.3k,39,43,12
3316,Holisol Logistics,3.9,231,1k,11,--,--
3317,Silver Touch Technologies,3.6,230,2.1k,15,10,--
3318,Mukand Limited,3.8,230,1.1k,6,9,26
3319,Walchandnagar Industries,4.0,230,1.1k,7,--,4
3320,Don Bosco School,4.0,230,589,12,--,--
3321,Yashi Consulting Services,4.0,229,311,10,--,--
3322,Powerica,3.7,229,1.1k,9,--,--
3323,Arabian Construction Company,4.0,229,740,14,--,--
3324,Multiplier Brand Solutions,3.8,235,751,7,3.1k,1
3325,Lalitha Jewellery,4.1,233,911,10,6,--
3326,Jaypee Hospital,4.2,231,872,4,--,--
3327,HyScaler,4.6,231,178,50,29,14
3328,Vem Technologies,3.9,231,1.3k,16,1,--
3329,Sembcorp Energy India,4.2,231,1.2k,10,--,--
3330,The Phoenix Mills,3.8,230,1.4k,18,56,--
3331,Zydus Hospital,4.3,230,897,9,8,4
3332,Kalkine,4.0,229,836,10,8,13
3333,MeritNation,3.5,228,1k,7,59,1
3334,Mfar Constructions,3.8,228,831,7,--,--
3335,Indiabulls Real Estate,4.6,227,1.2k,7,--,--
3336,LeadSquared,2.9,233,2.3k,36,113,--
3337,Zscaler Softech,3.9,231,2k,39,10,--
3338,Vaibhav Global,3.4,229,1.2k,14,100,15
3339,GE Aviation,4.2,229,1.6k,21,--,--
3340,Vaibhav Global,3.4,229,1.2k,14,100,15
3341,Trivium Education Services,3.9,228,875,26,4,--
3342,Machino Plastics,4.0,228,1.2k,12,--,--
3343,Zimetrics Technologies,4.5,227,590,3,14,--
3344,Dhruv Research,3.3,227,191,5,8,10
3345,Hamleys,4.0,227,639,15,--,10
3346,Knowledge Splice Services pvt ltd.,3.6,227,1.2k,10,3,--
3347,Munjal Kiriu Industries,3.5,225,904,9,--,--
3348,Bhilai Engineering Corporation,3.8,224,1.1k,6,4,4
3349,Grant Thornton Bharat,3.8,231,1.2k,39,2,--
3350,Sonalika Group of Companies,3.9,229,1.2k,16,11,7
3351,TravelTriangle,3.8,229,1.5k,8,18,3
3352,OodlesTechnologies,2.8,227,1.5k,42,24,--
3353,Global Edge Software,3.4,227,2.1k,18,--,--
3354,New Holland Fiat (India),4.4,226,696,7,--,1
3355,T R Chadha & Co Llp,3.7,226,1.1k,17,11,--
3356,Four Points By Sheraton,4.4,226,726,6,--,--
3357,Enser Communications,4.0,226,584,8,3,6
3358,Ador Welding,4.0,225,955,9,18,--
3359,Bharat Oman Refineries,3.8,225,1.1k,8,--,--
3360,INDIAN PUBLIC SCHOOL,3.8,225,943,13,16,--
3361,Lulu International Shopping Mall,4.1,232,1.4k,22,--,--
3362,NEC Corporation of America,3.7,231,1.8k,10,1,--
3363,Foundit,3.7,231,1.5k,14,3,--
3364,Cadence Design Systems,4.2,230,2.1k,34,117,--
3365,Paradeep Phosphates,4.2,230,1k,13,--,--
3366,Stelis Biopharma,3.8,229,1.4k,28,10,3
3367,SVC Co-Operative Bank,4.0,229,1.1k,7,4,--
3368,Jindal Power,4.1,229,1k,16,2,2
3369,Sedemac Mechatronics,4.1,228,1.2k,13,1,--
3370,Bajaj Hindusthan,4.3,228,833,6,--,--
3371,Allianz,4.3,227,2.1k,14,1,8
3372,Oceaneering International,4.2,227,1.7k,21,22,10
3373,Themis Medicare,3.6,226,945,10,--,--
3374,Calsonic Kansei Motherson Auto Products,4.0,226,1.1k,10,--,1
3375,Dinshaws,3.9,226,902,5,--,--
3376,LM Wind Power,3.9,226,1.2k,13,--,--
3377,Bihar Rural Livelihoods Promotion Society,3.9,226,686,13,1,--
3378,NAFFCO,3.9,225,723,19,--,--
3379,Galax E Solutions,3.4,225,2k,10,6,--
3380,Central Institute of Mining and Fuel Research,4.1,225,662,4,--,--
3381,Mahindra Trucks & Buses,3.7,225,749,2,--,--
3382,Kirloskar Electric Company,3.6,224,985,16,4,--
3383,AIRBUS,3.9,235,3.2k,55,16,4
3384,NAV Backoffice,3.4,231,1.4k,16,2,9
3385,TMEIC,4.0,229,1.3k,14,--,--
3386,Hardcastle Restaurants,4.0,228,743,9,2,--
3387,Anand Rathi Global Finance,3.7,228,1.5k,12,7,--
3388,Amara Raja Power Systems,4.1,227,1.1k,14,16,1
3389,Zee Laboratories,3.3,225,804,22,42,1
3390,Eye-Q Super Speciality Eye Hospitals,3.5,225,631,5,7,--
3391,Sequential Technology International,3.6,225,944,5,--,1
3392,Luxor Writing Instruments,4.0,224,1k,7,--,--
3393,Light & Wonder,3.9,224,2.8k,15,4,9
3394,Karamtara Engineering,3.6,224,1.2k,16,5,--
3395,Indian Metals & Ferro Alloys,4.2,223,1.2k,4,--,--
3396,Mindlance,3.9,239,1.3k,14,--,--
3397,doodleblue innovation,4.3,229,951,9,7,2
3398,Tekion,3.0,228,2.5k,45,3,6
3399,Bellsonica Auto Component,4.0,227,1k,12,8,--
3400,ZIGRAM,4.2,226,677,17,12,11
3401,BIC Cello,3.9,226,928,8,--,--
3402,Expedia,4.1,226,2.7k,55,--,7
3403,Aptean,3.4,226,1.9k,26,3,--
3404,Muthoot Homefin India,3.7,226,1k,7,3,1
3405,Indchemie Health Specialities,4.0,225,753,13,1,--
3406,Oil India,4.3,225,794,17,--,--
3407,Bnp Paribas Securities,3.9,225,1.8k,11,--,--
3408,Hinduja Finance,4.1,225,888,9,--,--
